,EDA_Raw,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
200,0.390415,0.39031417572991955,-0.00029987548319010914,0,0,0,0,0,0,0
201,0.390415,0.3902631966808142,-0.00027137903940229564,0,0,0,0,0,1,0
202,0.387856,0.39021387421238224,-0.002803418017629301,1,0,0,0,0,0,0
203,0.391694,0.3901663628567701,0.00106001324680206,0,1,0,0,0,0,0
204,0.387856,0.3901207942844613,-0.0027540397371378,1,0,0,0,0,0,0
205,0.390415,0.3900772791109285,-0.00017249258432630897,0,1,0,0,0,0,0
206,0.384019,0.39003589339243666,-0.006547207708608286,1,0,0,0,0,0,0
207,0.390415,0.38999664370883114,-0.0001309586101734116,0,0,0,0,0,0,0
208,0.391694,0.38995945655213177,0.0011675814978241083,0,1,0,0,0,0,0
209,0.387856,0.3899242194520891,-0.0026512007166515144,1,0,0,0,0,0,0
210,0.390415,0.38989081592325253,-7.289298395473515e-05,0,0,0,0,0,0,0
211,0.390415,0.3898591237604407,-5.305512307264538e-05,0,0,0,0,0,0,0
212,0.390415,0.38982901936738146,-3.222283887248725e-05,0,1,0,0,0,0,0
213,0.386577,0.3898003850680373,-0.003847914587934008,1,0,0,0,0,0,0
214,0.390415,0.3897730889165435,1.4388958109704149e-05,0,1,0,0,0,0,0
215,0.389135,0.3897469644489812,-0.0012387346053831195,1,0,0,0,0,0,0
216,0.391694,0.38972182391658083,0.0013503374570005616,0,1,0,0,0,0,0
217,0.384019,0.38969747452495007,-0.00629074325546412,1,0,0,0,0,0,0
218,0.391694,0.3896736980609444,0.0014227238967097974,0,0,0,0,0,0,0
219,0.391694,0.3896502365880626,0.0014665025237415633,0,1,0,0,0,0,0
220,0.390415,0.38962683298792855,0.00023737809532357944,1,0,0,0,0,0,0
221,0.391694,0.38960327758556995,0.0015731105306035996,0,0,0,0,0,0,0
222,0.391694,0.3895794212397932,0.001637420087979068,0,0,0,0,0,0,0
223,0.391694,0.3895551823399861,0.001709979092409057,0,1,0,0,0,0,0
224,0.389135,0.3895305507628133,-0.0007675935749699094,1,0,0,0,0,0,0
225,0.390415,0.38950557050198825,0.0006032830393965083,0,1,0,0,0,0,0
226,0.387856,0.38948031012033985,-0.0018548206680475286,1,0,0,0,0,0,0
227,0.392973,0.3894548454111174,0.003373669956004652,0,1,0,0,0,0,0
228,0.385298,0.3894292603596908,-0.004178670036276384,1,0,0,0,0,0,0
229,0.390415,0.3894036389691506,0.0010727396879256354,0,0,0,0,0,0,0
230,0.391694,0.3893780509970563,0.002498495291318152,0,1,0,0,0,0,0
231,0.390415,0.3893525742735461,0.0013791822877400454,1,0,0,0,0,0,0
232,0.391694,0.3893273353054876,0.002831330305401252,0,1,0,0,0,0,0
233,0.389135,0.38930252243710634,0.0004593947964862521,1,0,0,0,0,0,0
234,0.390415,0.3892783746099282,0.001940762625359489,0,1,0,0,0,0,0
235,0.387856,0.3892551609617765,-0.0004022337288018432,1,0,0,0,0,0,0
236,0.389135,0.3892331573543075,0.0011077005318218184,0,1,0,0,0,0,0
237,0.387856,0.3892126259103274,7.483562466737239e-05,1,0,0,0,0,0,0
238,0.389135,0.3891938036489681,0.0016154205752144245,0,1,0,0,0,0,0
239,0.387856,0.3891769002137115,0.0006136768777249002,0,0,0,0,0,0,0
