general_score,personal_score
0.301516043567854,0.9365217391304348
0.4471881060116354,0.8623076923076922
0.5186535162950257,0.6670967741935484
0.4667553191489362,0.8710317460317459
0.3505050505050505,0.8023872679045092
0.4670634920634921,0.7179487179487181
0.5448179271708684,0.89
0.4745011086474501,0.7857142857142857
0.38745063624396653,0.8
0.48955525606468997,0.8938172043010753
0.5169642857142858,0.6510869565217392
0.5102714600146735,0.7688888888888891
0.4683794466403162,0.9118037135278514
0.27619958787165144,0.9182608695652176
0.4907563025210085,0.803076923076923
0.5254073756432247,0.7432258064516128
0.6283244680851063,0.8902116402116402
0.3712121212121212,0.9078249336870026
0.5361111111111111,0.7387820512820513
0.5602240896358543,0.9466666666666668
0.4553461443705346,0.7261904761904762
0.5076788064940764,0.91
0.4451931716082659,0.8615591397849462
0.4767857142857143,0.7260869565217392
0.5973343115676204,0.8074074074074074
0.5382630654369784,0.8561007957559681
0.1915660877244628,0.914782608695652
0.4123464770523594,0.8223076923076923
0.5527444253859348,0.8154838709677419
0.6179078014184397,0.8710317460317459
0.37222222222222223,0.8945623342175066
0.5107142857142857,0.7371794871794872
0.6168067226890757,0.8866666666666667
0.4482015274698201,0.6845238095238095
0.4975866608161474,0.91
0.6178122192273136,0.9146505376344086
0.4508928571428572,0.791304347826087
0.6358522866226461,0.7874074074074073
0.5347496706192358,0.9098143236074272
0.3260229614365617,0.7947826086956522
0.5316095669036845,0.5692307692307692
0.5574614065180102,0.6548387096774193
0.6017287234042553,0.8359788359788359
0.6126262626262626,0.78315649867374
0.5103174603174603,0.5769230769230769
0.6333333333333333,0.8233333333333334
0.4879280610987928,0.7321428571428572
0.5999341816586222,0.75
0.4703504043126685,0.8360215053763441
0.4830357142857143,0.5728260869565217
0.5811323061873319,0.865925925925926
0.3697848045674133,0.8753315649867375
0.26972328525169265,0.8982608695652174
0.3879120879120879,0.8807692307692307
0.5996998284734134,0.8232258064516129
0.5332446808510638,0.9074074074074074
0.31565656565656564,0.8348806366047745
0.4242063492063492,0.7163461538461539
0.5663865546218487,0.98
0.5854274451835428,0.8035714285714286
0.4855199648968846,0.8566666666666667
0.6730682839173405,0.9260752688172044
0.3044642857142857,0.8347826086956522
0.7222426021032038,0.825925925925926
0.5218489240228371,0.8753315649867375
0.499742445054945,0.9159919028340079
0.5024437927663734,0.6780626780626781
0.6355492692126355,0.8199233716475096
0.7621428571428572,0.9545454545454546
0.4984964461454347,0.815359477124183
0.4399499582985822,0.7864583333333333
0.4951412429378531,0.6804812834224598
0.6536744505494505,0.8825910931174089
0.4946236559139785,0.6965811965811965
0.6225051076536225,0.9032567049808428
0.74,0.9772727272727272
0.5323947512301804,0.9444444444444444
0.4768557130942452,0.96875
0.5084745762711864,0.8890374331550802
0.6574519230769231,0.8825910931174089
0.5059872922776149,0.6766381766381766
0.5444758761590445,0.9032567049808428
0.7353571428571428,0.9772727272727272
0.4703389830508475,0.8888888888888888
0.5,0.8020833333333333
0.5169491525423728,0.9117647058823528
0.4913289835164835,0.8512145748987854
0.5,0.6752136752136753
0.5643564356435644,0.9204980842911876
0.7844047619047618,0.9232954545454546
0.4686987424822308,0.8888888888888888
0.4954128440366973,0.8177083333333333
0.5,0.8008021390374331
0.5,0.7914979757085021
0.456989247311828,0.6011396011396011
0.6926764104981926,0.7959770114942528
0.7888095238095238,0.9232954545454546
0.4525697102241662,0.7777777777777778
0.5,0.7604166666666667
0.4951412429378531,0.8435828877005347
0.7275249722530521,1.0
0.910377358490566,0.967741935483871
0.7757009345794392,1.0
0.4858490566037736,0.7132616487455197
0.8434551886792453,0.9838709677419356
0.71880706025563,0.9444444444444444
0.5639140271493213,0.8666666666666667
0.7980769230769231,0.7958333333333334
0.721816976127321,0.8055555555555556
0.9858490566037736,1.0
0.9532710280373832,1.0
0.7641509433962264,1.0
0.7990654205607477,1.0
0.9099208764455264,1.0
0.8811320754716981,1.0
0.8199223085460601,1.0
0.8021911138161899,0.8566308243727598
0.8457943925233644,1.0
0.5,0.92831541218638
0.9607900943396226,1.0
0.8709677419354839,1.0
0.5690045248868778,0.7333333333333334
0.8427197802197802,0.875
0.7995689655172413,1.0
0.9137931034482758,1.0
0.9672897196261684,1.0
0.7006289308176101,1.0
0.8167902030293265,1.0
0.8937918441874619,1.0
0.8858490566037736,1.0
0.8823529411764706,1.0
0.7860620815581254,0.9444444444444444
0.8457943925233644,1.0
0.5161290322580645,0.9444444444444444
0.9466391509433962,0.9838709677419356
0.9630249543517956,1.0
0.647341628959276,0.8333333333333333
0.9615384615384616,0.9375
0.8464854111405835,0.9833333333333334
1.0,1.0
0.9085669781931464,1.0
0.6654088050314466,0.9833333333333334
0.8261359974218498,1.0
1.0,1.0
0.9764150943396226,1.0
0.7158712541620422,1.0
0.8875532562385879,0.9838709677419356
0.7983117274645763,1.0
0.5,0.9444444444444444
0.8811910377358491,1.0
0.9032258064516128,1.0
0.6131221719457014,0.7833333333333333
0.8427197802197802,1.0
0.6732427055702918,0.7777777777777778
1.0,1.0
0.8672897196261682,1.0
0.8908805031446541,1.0
0.9249113760876572,1.0
0.9032258064516128,1.0
0.9072327044025156,1.0
0.7941176470588236,1.0
0.7848447961046865,0.8888888888888888
0.9626168224299064,1.0
0.5483870967741935,1.0
0.9372051886792452,1.0
0.9260499087035908,1.0
0.622737556561086,0.8833333333333333
0.9237637362637364,0.875
0.6876657824933687,1.0
1.0,1.0
0.9552959501557632,1.0
0.8459119496855346,1.0
0.9249113760876572,1.0
0.8548387096774194,1.0
0.9572327044025156,1.0
